State/City,Location,DATE,SO2,NO2,PM10,PM2.5,aqi,T,Po,P,Pa,U
Delhi,"Shahadra, Delhi",2014-12-15,4,55,211,0,129,37.4,727.8,744.9,-16.9,55
Delhi,"Janakpuri, Delhi",2014-12-18,4,47,311,0,179,15.6,746.2,765.1,-0.5,67
Delhi,"Shahadra, Delhi",2014-12-18,4,47,444,0,325,15.6,746.2,765.1,-0.5,67
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-12-18,14,123,403,0,270,15.6,746.2,765.1,-0.5,67
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-12-18,15,114,400,0,266,15.6,746.2,765.1,-0.5,67
Delhi,"Janakpuri, Delhi",2014-12-23,4,47,195,0,121,7.6,744.8,764.2,1.3,92
Delhi,"Shahadra, Delhi",2014-12-23,4,63,514,0,410,7.6,744.8,764.2,1.3,92
Delhi,"Mayapuri Industrial Area, Delhi",2014-12-23,3,169,604,0,500,7.6,744.8,764.2,1.3,92
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-12-23,2,175,567,0,463,7.6,744.8,764.2,1.3,92
Delhi,"Janakpuri, Delhi",2014-12-29,4,41,143,0,95,16.4,742.7,761.4,-0.6,66
Delhi,"Shahadra, Delhi",2014-12-29,4,51,432,0,310,16.4,742.7,761.4,-0.6,66
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-12-29,6,166,452,0,335,16.4,742.7,761.4,-0.6,66
Delhi,"Nizamuddin, Delhi",2014-03-19,4,36,133,0,90,18,741.4,760,-0.1,90
Delhi,"Mayapuri Industrial Area, Delhi",2014-03-19,10,58,128,0,87,18,741.4,760,-0.1,90
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-03-19,8,76,118,0,82,18,741.4,760,-0.1,90
Delhi,"Nizamuddin, Delhi",2014-10-14,4,38,83,0,65,27,738.7,756.7,-2.4,63
Delhi,"Shahadra, Delhi",2014-10-14,4,49,260,0,153,27,738.7,756.7,-2.4,63
Delhi,"Nizamuddin, Delhi",2014-10-24,4,34,231,0,139,32.6,739.8,757.4,-2.1,49
Delhi,"Shahadra, Delhi",2014-10-24,4,62,322,0,184,32.6,739.8,757.4,-2.1,49
Delhi,"Nizamuddin, Delhi",2014-10-29,4,47,175,0,111,28.6,742.4,760.3,0.2,60
Delhi,"Shahadra, Delhi",2014-10-29,4,58,193,0,120,28.6,742.4,760.3,0.2,60
Delhi,"Nizamuddin, Delhi",2014-12-24,4,40,257,0,152,12.6,745.7,764.8,-0.1,79
Delhi,"Mayapuri Industrial Area, Delhi",2014-12-24,2,118,369,0,221,12.6,745.7,764.8,-0.1,79
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-12-24,3,124,375,0,230,12.6,745.7,764.8,-0.1,79
Delhi,"Shahzada Bagh, Delhi",2014-08-25,4,57,123,0,85,31.4,735.8,753.4,1,64
Delhi,"Mayapuri Industrial Area, Delhi",2014-08-25,2,76,175,0,111,31.4,735.8,753.4,1,64
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-08-25,2,63,65,0,61,31.4,735.8,753.4,1,64
Delhi,"Shahzada Bagh, Delhi",2014-08-28,4,55,138,0,92,27.2,734.1,751.9,-1.4,76
Delhi,"Shahadra, Delhi",2014-09-04,4,48,190,0,118,22.8,740.3,758.6,1.8,56
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-09-04,12,37,21,0,35,22.8,740.3,758.6,1.8,56
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-09-04,2,36,25,0,34,22.8,740.3,758.6,1.8,56
Delhi,"Mayapuri Industrial Area, Delhi",2014-05-14,10,81,150,0,98,25.8,736.4,754.4,0.3,65
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-05-14,8,72,96,0,71,25.8,736.4,754.4,0.3,65
Delhi,"Mayapuri Industrial Area, Delhi",2014-09-28,4,49,188,0,117,33.4,740.6,758.2,-0.3,43
Delhi,"Mayapuri Industrial Area, Delhi",2014-10-25,4,122,459,0,344,31.6,739.7,757.4,-1.9,51
Delhi,"Mayapuri Industrial Area, Delhi",2014-10-26,4,100,319,0,183,22,743.4,761.8,0.1,84
Delhi,"Mayapuri Industrial Area, Delhi",2014-11-04,5,142,442,0,322,32.6,740.9,758.6,1.1,25
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-11-04,2,136,305,0,176,32.6,740.9,758.6,1.1,25
Delhi,"Mayapuri Industrial Area, Delhi",2014-11-06,10,148,452,0,335,36.6,731.2,748.4,1,30
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-11-06,2,133,296,0,171,36.6,731.2,748.4,1,30
Delhi,"Mayapuri Industrial Area, Delhi",2014-12-25,2,102,323,0,185,7,747.1,766.6,1.6,92
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-12-25,2,125,283,0,165,7,747.1,766.6,1.6,92
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-01-14,22,117,375,0,230,13.2,744.1,763.1,0.5,97
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-02-22,6,110,176,0,111,16.4,744.8,763.6,1.6,91
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-02-23,4,82,154,0,100,13.6,744.7,763.7,-0.8,97
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-03-30,9,65,88,0,67,22.2,739.4,757.7,0,65
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-04-14,8,103,115,0,101,33.2,738.5,756.1,-1.8,41
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-04-19,10,119,153,0,104,21.8,739.9,758.2,-0.7,79
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-04-20,9,104,84,0,102,31.8,738.7,756.4,-1.4,39
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-07-29,3,47,58,0,52,33.2,731,748.4,-0.3,66
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-10-04,2,90,129,0,89,33,739.7,757.3,-1.9,18
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-10-04,2,88,154,0,100,33,739.7,757.3,-1.9,18
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-10-05,2,68,157,0,102,26,732.2,750.1,-0.5,65
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-10-05,2,73,144,0,95,26,732.2,750.1,-0.5,65
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-11-28,7,157,366,0,217,12.4,740.3,759.2,0.1,97
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-11-29,19,145,306,0,176,18.6,740.5,759,0.6,83
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-04-12,18,120,246,0,146,14.4,743.8,762.7,0.7,81
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-04-13,21,76,177,0,112,23.2,739.6,757.8,-0.3,73
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-05-30,11,118,208,0,127,26.2,732.8,750.7,1.9,81
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-08-29,5,106,100,0,102,33.2,733,750.4,-1.4,62
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-08-30,5,105,78,0,102,26.4,732.9,750.7,-0.4,84
Delhi,"Nizamuddin, Delhi",2015-05-01,4,44,203,0,125,9.8,745.1,764.3,-0.6,92
Delhi,"Pritampura, Delhi",2015-05-01,4,35,221,141,195,9.8,745.1,764.3,-0.6,92
Delhi,"Nizamuddin, Delhi",2015-08-01,4,45,214,0,130,9.4,745.1,764.4,2,95
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-08-01,2,86,211,0,129,9.4,745.1,764.4,2,95
Delhi,"Pritampura, Delhi",2015-08-01,4,38,171,139,194,9.4,745.1,764.4,2,95
Delhi,"Nizamuddin, Delhi",2015-01-13,4,47,182,0,114,7.4,744.2,763.6,-0.2,97
Delhi,"Pritampura, Delhi",2015-01-13,4,34,242,121,185,7.4,744.2,763.6,-0.2,97
Delhi,"Nizamuddin, Delhi",2015-01-16,4,43,204,78,163,9,744.6,763.9,-0.4,100
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-01-16,9,109,173,0,110,9,744.6,763.9,-0.4,100
Delhi,"Mayapuri Industrial Area, Delhi",2015-01-16,8,122,374,0,228,9,744.6,763.9,-0.4,100
Delhi,"Pritampura, Delhi",2015-01-16,4,40,202,0,124,9,744.6,763.9,-0.4,100
Delhi,"Nizamuddin, Delhi",2015-01-21,4,39,192,83,165,16.4,746,764.8,-0.4,66
Delhi,"Pritampura, Delhi",2015-01-21,4,35,277,127,188,16.4,746,764.8,-0.4,66
Delhi,"Nizamuddin, Delhi",2015-01-27,4,46,159,146,198,11.2,746.2,765.4,1.2,95
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-01-27,2,78,271,0,159,11.2,746.2,765.4,1.2,95
Delhi,"Mayapuri Industrial Area, Delhi",2015-01-27,2,66,224,0,135,11.2,746.2,765.4,1.2,95
Delhi,"Pritampura, Delhi",2015-01-27,4,34,170,129,189,11.2,746.2,765.4,1.2,95
Delhi,"Nizamuddin, Delhi",2015-02-02,4,41,267,62,157,11.8,743.9,763,0,91
Delhi,"Pritampura, Delhi",2015-02-02,4,35,393,184,256,11.8,743.9,763,0,91
Delhi,"Nizamuddin, Delhi",2015-05-02,4,50,235,112,180,21.8,745,763.4,-2.1,26
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-05-02,6,91,208,0,127,21.8,745,763.4,-2.1,26
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-05-02,6,130,301,0,174,21.8,745,763.4,-2.1,26
Delhi,"Pritampura, Delhi",2015-05-02,4,33,282,177,227,21.8,745,763.4,-2.1,26
Delhi,"Nizamuddin, Delhi",2015-10-02,4,48,241,62,154,11.2,746.5,765.7,0.2,97
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-10-02,2,179,266,0,156,11.2,746.5,765.7,0.2,97
Delhi,"Mayapuri Industrial Area, Delhi",2015-10-02,3,133,293,0,170,11.2,746.5,765.7,0.2,97
Delhi,"Pritampura, Delhi",2015-10-02,4,35,156,120,184,11.2,746.5,765.7,0.2,97
Delhi,"Nizamuddin, Delhi",2015-02-13,4,45,280,0,163,10.6,741.4,760.5,-0.5,95
Delhi,"Pritampura, Delhi",2015-02-13,4,36,190,0,118,10.6,741.4,760.5,-0.5,95
Delhi,"Nizamuddin, Delhi",2015-02-18,4,42,268,63,157,21,739.7,758,1.1,80
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-02-18,2,133,221,0,134,21,739.7,758,1.1,80
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-02-18,6,105,274,0,160,21,739.7,758,1.1,80
Delhi,"Pritampura, Delhi",2015-02-18,4,34,243,150,200,21,739.7,758,1.1,80
Delhi,"Nizamuddin, Delhi",2015-02-23,4,40,210,107,178,27.4,741.2,759.2,-0.5,57
Delhi,"Pritampura, Delhi",2015-02-23,4,35,257,138,194,27.4,741.2,759.2,-0.5,57
Delhi,"Nizamuddin, Delhi",2015-02-26,4,39,210,57,152,24.6,737.8,755.9,-0.3,25
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-02-26,8,84,136,0,91,24.6,737.8,755.9,-0.3,25
Delhi,"Mayapuri Industrial Area, Delhi",2015-02-26,10,104,333,0,190,24.6,737.8,755.9,-0.3,25
Delhi,"Nizamuddin, Delhi",2015-04-03,4,39,199,44,123,23,740.8,759.1,-2.2,40
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-04-03,4,137,128,0,108,23,740.8,759.1,-2.2,40
Delhi,"Mayapuri Industrial Area, Delhi",2015-04-03,4,95,254,0,150,23,740.8,759.1,-2.2,40
Delhi,"Pritampura, Delhi",2015-04-03,4,33,227,93,170,23,740.8,759.1,-2.2,40
Delhi,"Nizamuddin, Delhi",2015-10-03,4,38,199,47,129,23.6,744.6,762.9,-1.1,55
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-10-03,8,120,120,0,105,23.6,744.6,762.9,-1.1,55
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-10-03,5,103,132,0,101,23.6,744.6,762.9,-1.1,55
Delhi,"Pritampura, Delhi",2015-10-03,4,36,99,0,73,23.6,744.6,762.9,-1.1,55
Delhi,"Nizamuddin, Delhi",2015-03-13,4,50,187,75,161,22,742.9,761.3,1,71
Delhi,"Mayapuri Industrial Area, Delhi",2015-03-13,17,139,248,0,147,22,742.9,761.3,1,71
Delhi,"Pritampura, Delhi",2015-03-13,4,35,225,102,175,22,742.9,761.3,1,71
Delhi,"Nizamuddin, Delhi",2015-03-18,4,47,219,47,133,21,741.6,760,0.9,75
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-03-18,5,64,61,0,62,21,741.6,760,0.9,75
Delhi,"Mayapuri Industrial Area, Delhi",2015-03-18,3,100,173,0,110,21,741.6,760,0.9,75
Delhi,"Pritampura, Delhi",2015-03-18,4,28,121,73,160,21,741.6,760,0.9,75
Delhi,"Nizamuddin, Delhi",2015-03-23,4,47,178,78,163,24.2,739.6,757.7,1.2,75
Delhi,"Pritampura, Delhi",2015-03-23,4,31,98,69,158,24.2,739.6,757.7,1.2,75
Delhi,"Nizamuddin, Delhi",2015-03-26,4,52,174,82,165,34.6,740.5,758,0,35
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-03-26,2,95,265,0,156,34.6,740.5,758,0,35
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-03-26,3,85,130,0,88,34.6,740.5,758,0,35
Delhi,"Pritampura, Delhi",2015-03-26,4,32,171,60,153,34.6,740.5,758,0,35
Delhi,"Nizamuddin, Delhi",2015-01-04,4,50,206,78,163,30.2,739.4,757.2,-0.1,48
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-01-04,13,87,117,0,86,30.2,739.4,757.2,-0.1,48
Delhi,"Pritampura, Delhi",2015-01-04,4,31,116,81,164,30.2,739.4,757.2,-0.1,48
Delhi,"Nizamuddin, Delhi",2015-09-04,4,44,243,71,159,19.8,739.6,758,0,83
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-09-04,11,104,292,0,169,19.8,739.6,758,0,83
Delhi,"Mayapuri Industrial Area, Delhi",2015-09-04,5,127,287,0,167,19.8,739.6,758,0,83
Delhi,"Pritampura, Delhi",2015-09-04,4,34,127,85,166,19.8,739.6,758,0,83
Delhi,"Nizamuddin, Delhi",2015-04-17,4,43,228,58,152,21.2,740.2,758.6,-1.3,84
Delhi,"Pritampura, Delhi",2015-04-17,4,31,194,76,162,21.2,740.2,758.6,-1.3,84
Delhi,"Nizamuddin, Delhi",2015-04-22,4,45,229,77,162,27,735.3,753.2,0.3,47
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-04-22,3,138,292,0,169,27,735.3,753.2,0.3,47
Delhi,"Mayapuri Industrial Area, Delhi",2015-04-22,13,131,379,0,235,27,735.3,753.2,0.3,47
Delhi,"Pritampura, Delhi",2015-04-22,4,33,209,88,168,27,735.3,753.2,0.3,47
Delhi,"Nizamuddin, Delhi",2015-04-27,4,38,219,53,144,29.4,735.9,753.6,-0.4,60
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-04-27,3,53,241,0,144,29.4,735.9,753.6,-0.4,60
Delhi,"Pritampura, Delhi",2015-04-27,4,37,205,64,155,29.4,735.9,753.6,-0.4,60
Delhi,"Nizamuddin, Delhi",2015-01-05,4,39,209,29,128,28.4,738,755.9,1.2,49
Delhi,"Pritampura, Delhi",2015-01-05,4,35,233,0,140,28.4,738,755.9,1.2,49
Delhi,"Nizamuddin, Delhi",2015-07-05,4,46,121,89,168,35.8,734.8,752.1,1.1,24
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-07-05,3,95,163,0,105,35.8,734.8,752.1,1.1,24
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-07-05,2,77,250,0,148,35.8,734.8,752.1,1.1,24
Delhi,"Pritampura, Delhi",2015-07-05,4,35,253,89,168,35.8,734.8,752.1,1.1,24
Delhi,"Nizamuddin, Delhi",2015-12-05,4,44,156,91,169,33.2,735,752.5,0.7,54
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-12-05,9,87,140,0,93,33.2,735,752.5,0.7,54
Delhi,"Mayapuri Industrial Area, Delhi",2015-12-05,17,102,448,0,330,33.2,735,752.5,0.7,54
Delhi,"Pritampura, Delhi",2015-12-05,4,35,235,116,182,33.2,735,752.5,0.7,54
Delhi,"Nizamuddin, Delhi",2015-05-15,4,46,132,97,172,32.2,737.9,755.5,-0.5,39
Delhi,"Pritampura, Delhi",2015-05-15,4,34,225,56,151,32.2,737.9,755.5,-0.5,39
Delhi,"Nizamuddin, Delhi",2015-05-20,4,47,123,61,154,31.6,733.5,751.1,0.2,41
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-05-20,11,117,173,0,110,31.6,733.5,751.1,0.2,41
Delhi,"Pritampura, Delhi",2015-05-20,4,31,237,71,159,31.6,733.5,751.1,0.2,41
Delhi,"Nizamuddin, Delhi",2015-05-25,4,47,302,101,174,31.8,730.2,747.7,-1,54
Delhi,"Mayapuri Industrial Area, Delhi",2015-05-25,2,100,604,0,500,31.8,730.2,747.7,-1,54
Delhi,"Pritampura, Delhi",2015-05-25,4,30,246,86,167,31.8,730.2,747.7,-1,54
Delhi,"Nizamuddin, Delhi",2015-05-28,4,44,329,77,188,40.4,731.6,748.6,-1,25
Delhi,"Pritampura, Delhi",2015-05-28,4,31,267,108,178,40.4,731.6,748.6,-1,25
Delhi,"Nizamuddin, Delhi",2015-03-06,4,46,264,77,162,31.4,734.9,752.5,-1,50
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-03-06,8,92,93,0,91,31.4,734.9,752.5,-1,50
Delhi,"Mayapuri Industrial Area, Delhi",2015-03-06,2,87,163,0,105,31.4,734.9,752.5,-1,50
Delhi,"Pritampura, Delhi",2015-03-06,4,35,258,75,161,31.4,734.9,752.5,-1,50
Delhi,"Nizamuddin, Delhi",2015-08-06,4,46,173,126,187,41.6,733,750,0.1,24
Delhi,"Pritampura, Delhi",2015-08-06,4,33,167,156,206,41.6,733,750,0.1,24
Delhi,"Nizamuddin, Delhi",2015-11-06,4,46,149,76,162,40.4,730.7,747.7,-1.7,32
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-11-06,25,42,88,0,67,40.4,730.7,747.7,-1.7,32
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-11-06,12,66,157,0,102,40.4,730.7,747.7,-1.7,32
Delhi,"Pritampura, Delhi",2015-11-06,4,34,229,94,171,40.4,730.7,747.7,-1.7,32
Delhi,"Nizamuddin, Delhi",2015-06-16,4,43,150,55,149,30.4,732.4,750,1.1,69
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-06-16,4,76,96,0,74,30.4,732.4,750,1.1,69
Delhi,"Mayapuri Industrial Area, Delhi",2015-06-16,2,76,174,0,110,30.4,732.4,750,1.1,69
Delhi,"Pritampura, Delhi",2015-06-16,4,34,228,95,171,30.4,732.4,750,1.1,69
Delhi,"Nizamuddin, Delhi",2015-06-19,4,47,185,42,117,30.4,730.3,747.8,0.1,64
Delhi,"Pritampura, Delhi",2015-06-19,4,32,254,88,168,30.4,730.3,747.8,0.1,64
Delhi,"Nizamuddin, Delhi",2015-06-24,4,40,155,112,180,34,727.4,744.7,-1.1,62
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-06-24,3,62,53,0,60,34,727.4,744.7,-1.1,62
Delhi,"Mayapuri Industrial Area, Delhi",2015-06-24,4,57,105,0,76,34,727.4,744.7,-1.1,62
Delhi,"Pritampura, Delhi",2015-06-24,4,33,198,64,155,34,727.4,744.7,-1.1,62
Delhi,"Nizamuddin, Delhi",2015-06-29,4,43,183,100,174,34.6,734.8,752.2,-1.5,56
Delhi,"Pritampura, Delhi",2015-06-29,4,32,194,140,195,34.6,734.8,752.2,-1.5,56
Delhi,"Nizamuddin, Delhi",2015-03-07,4,43,150,82,165,31.8,733.2,750.7,-0.3,59
Delhi,"Pritampura, Delhi",2015-03-07,4,31,252,108,178,31.8,733.2,750.7,-0.3,59
Delhi,"Nizamuddin, Delhi",2015-08-07,4,47,276,92,170,30.6,732.1,749.7,0.8,80
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-08-07,4,102,78,0,101,30.6,732.1,749.7,0.8,80
Delhi,"Mayapuri Industrial Area, Delhi",2015-08-07,2,88,111,0,87,30.6,732.1,749.7,0.8,80
Delhi,"Pritampura, Delhi",2015-08-07,4,32,215,67,157,30.6,732.1,749.7,0.8,80
Delhi,"Nizamuddin, Delhi",2015-07-13,4,45,134,85,166,25,733.4,751.3,0.7,98
Delhi,"Pritampura, Delhi",2015-07-13,4,34,243,42,145,25,733.4,751.3,0.7,98
Delhi,"Nizamuddin, Delhi",2015-07-16,4,40,155,83,165,31.2,727,744.4,-0.5,64
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-07-16,8,38,62,0,54,31.2,727,744.4,-0.5,64
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-07-16,8,43,88,0,67,31.2,727,744.4,-0.5,64
Delhi,"Pritampura, Delhi",2015-07-16,4,31,226,94,171,31.2,727,744.4,-0.5,64
Delhi,"Nizamuddin, Delhi",2015-07-21,4,45,148,42,117,31.4,732.4,749.9,1.2,75
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-07-21,2,25,39,0,36,31.4,732.4,749.9,1.2,75
Delhi,"Mayapuri Industrial Area, Delhi",2015-07-21,3,54,56,0,51,31.4,732.4,749.9,1.2,75
Delhi,"Pritampura, Delhi",2015-07-21,4,29,146,44,122,31.4,732.4,749.9,1.2,75
Delhi,"Nizamuddin, Delhi",2015-07-24,4,44,176,62,154,32,732.6,750.1,1.1,72
Delhi,"Pritampura, Delhi",2015-07-24,4,29,101,92,170,32,732.6,750.1,1.1,72
Delhi,"Nizamuddin, Delhi",2015-07-29,4,42,261,86,167,26.8,732.1,749.9,-0.9,74
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-07-29,2,18,18,0,17,26.8,732.1,749.9,-0.9,74
Delhi,"Pritampura, Delhi",2015-07-29,4,28,416,124,289,26.8,732.1,749.9,-0.9,74
Delhi,"Nizamuddin, Delhi",2015-04-08,4,37,164,66,156,35.6,730.5,747.8,-1.4,59
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-04-08,2,50,39,0,47,35.6,730.5,747.8,-1.4,59
Delhi,"Mayapuri Industrial Area, Delhi",2015-04-08,2,53,140,0,93,35.6,730.5,747.8,-1.4,59
Delhi,"Pritampura, Delhi",2015-04-08,4,28,171,51,139,35.6,730.5,747.8,-1.4,59
Delhi,"Nizamuddin, Delhi",2015-07-08,4,43,256,52,151,27.4,732.8,750.6,1.3,92
Delhi,"Pritampura, Delhi",2015-07-08,4,29,162,57,152,27.4,732.8,750.6,1.3,92
Delhi,"Nizamuddin, Delhi",2015-12-08,4,44,200,36,123,26.4,734.9,752.8,-0.6,92
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-12-08,2,52,59,0,53,26.4,734.9,752.8,-0.6,92
Delhi,"Mayapuri Industrial Area, Delhi",2015-12-08,4,77,100,0,76,26.4,734.9,752.8,-0.6,92
Delhi,"Pritampura, Delhi",2015-12-08,4,32,306,117,183,26.4,734.9,752.8,-0.6,92
Delhi,"Nizamuddin, Delhi",2015-08-17,4,45,151,44,122,32,733.4,750.9,1.4,76
Delhi,"Mayapuri Industrial Area, Delhi",2015-08-17,2,71,114,0,80,32,733.4,750.9,1.4,76
Delhi,"Pritampura, Delhi",2015-08-17,4,29,184,51,139,32,733.4,750.9,1.4,76
Delhi,"Nizamuddin, Delhi",2015-08-20,4,46,198,32,122,31,733.4,751,0.8,64
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-08-20,2,52,57,0,52,31,733.4,751,0.8,64
Delhi,"Pritampura, Delhi",2015-08-20,4,33,156,115,182,31,733.4,751,0.8,64
Delhi,"Nizamuddin, Delhi",2015-08-25,4,41,253,58,152,35,731.8,749.1,-0.7,53
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-08-25,2,70,48,0,68,35,731.8,749.1,-0.7,53
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-08-25,2,77,89,0,76,35,731.8,749.1,-0.7,53
Delhi,"Pritampura, Delhi",2015-08-25,4,35,158,42,117,35,731.8,749.1,-0.7,53
Delhi,"Nizamuddin, Delhi",2015-08-28,4,39,197,65,156,36.4,734,751.3,-1.7,51
Delhi,"Pritampura, Delhi",2015-08-28,4,35,253,38,150,36.4,734,751.3,-1.7,51
Delhi,"Nizamuddin, Delhi",2015-03-09,4,44,283,87,167,32,736.7,754.3,1.6,59
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-03-09,4,80,149,0,98,32,736.7,754.3,1.6,59
Delhi,"Mayapuri Industrial Area, Delhi",2015-03-09,2,64,264,0,155,32,736.7,754.3,1.6,59
Delhi,"Pritampura, Delhi",2015-03-09,4,33,164,150,200,32,736.7,754.3,1.6,59
Delhi,"Nizamuddin, Delhi",2015-08-09,4,44,236,28,141,28,736.4,754.2,-0.3,70
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-08-09,3,49,67,0,57,28,736.4,754.2,-0.3,70
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2015-08-09,4,107,81,0,102,28,736.4,754.2,-0.3,70
Delhi,"Pritampura, Delhi",2015-08-09,4,30,189,114,181,28,736.4,754.2,-0.3,70
Delhi,"Nizamuddin, Delhi",2015-11-09,4,41,224,78,163,29,738.9,756.7,1.3,36
Delhi,"Pritampura, Delhi",2015-11-09,4,32,228,169,219,29,738.9,756.7,1.3,36
Delhi,"Nizamuddin, Delhi",2015-09-16,4,41,232,110,179,29.2,735.1,752.8,0.1,78
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2015-09-16,4,82,109,0,81,29.2,735.1,752.8,0.1,78
Delhi,"Mayapuri Industrial Area, Delhi",2015-09-16,6,107,304,0,175,29.2,735.1,752.8,0.1,78
Delhi,"Pritampura, Delhi",2015-09-16,4,31,199,135,192,29.2,735.1,752.8,0.1,78
Delhi,"Nizamuddin, Delhi",2015-09-21,4,40,214,71,159,32.6,735.6,753.1,-0.1,62
Delhi,"Pritampura, Delhi",2015-09-21,4,30,196,54,147,32.6,735.6,753.1,-0.1,62
