State/City,Location,DATE,SO2,NO2,PM10,PM2.5,aqi,T,Po,P,Pa,U
Delhi,"Shahzada Bagh, Delhi",2014-10-21,4,61,256,0,151,33,741.9,759.6,-2.2,37
Delhi,"Mayapuri Industrial Area, Delhi",2014-10-21,2,141,546,0,442,33,741.9,759.6,-2.2,37
Delhi,"Siri Fort, Delhi",2014-11-07,4,52,318,0,182,41,728.7,745.6,-1.5,31
Delhi,"Shahzada Bagh, Delhi",2014-11-07,4,57,339,0,193,41,728.7,745.6,-1.5,31
Delhi,"Siri Fort, Delhi",2014-11-12,4,44,240,0,143,12,744,763,1,70
Delhi,"Shahzada Bagh, Delhi",2014-11-12,4,59,403,0,270,12,744,763,1,70
Delhi,"Mayapuri Industrial Area, Delhi",2014-11-12,11,195,537,0,433,12,744,763,1,70
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-11-12,3,156,429,0,306,12,744,763,1,70
Delhi,"Siri Fort, Delhi",2014-11-17,4,52,604,0,500,23.6,742.3,760.6,-0.7,47
Delhi,"Shahzada Bagh, Delhi",2014-11-17,4,59,374,0,228,23.6,742.3,760.6,-0.7,47
Delhi,"Siri Fort, Delhi",2014-11-20,4,42,348,0,197,13.2,742.5,761.4,0,71
Delhi,"Shahzada Bagh, Delhi",2014-11-20,4,60,464,0,350,13.2,742.5,761.4,0,71
Delhi,"Mayapuri Industrial Area, Delhi",2014-11-20,6,169,581,0,477,13.2,742.5,761.4,0,71
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-11-20,4,176,258,0,152,13.2,742.5,761.4,0,71
Delhi,"Siri Fort, Delhi",2014-11-25,4,48,187,0,117,9.6,743.2,762.4,-0.1,85
Delhi,"Shahzada Bagh, Delhi",2014-11-25,4,63,334,0,190,9.6,743.2,762.4,-0.1,85
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-11-25,9,152,219,0,133,9.6,743.2,762.4,-0.1,85
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-11-25,12,162,268,0,157,9.6,743.2,762.4,-0.1,85
Delhi,"Siri Fort, Delhi",2014-12-01,4,38,130,0,88,8,747.8,767.2,1.2,100
Delhi,"Shahzada Bagh, Delhi",2014-12-01,4,52,368,0,220,8,747.8,767.2,1.2,100
Delhi,"Siri Fort, Delhi",2014-12-04,4,39,255,0,151,25.2,739.1,757.2,1.5,53
Delhi,"Shahzada Bagh, Delhi",2014-12-04,4,60,183,0,115,25.2,739.1,757.2,1.5,53
Delhi,"Mayapuri Industrial Area, Delhi",2014-12-04,14,163,414,0,286,25.2,739.1,757.2,1.5,53
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-12-04,7,121,228,0,137,25.2,739.1,757.2,1.5,53
Delhi,"Siri Fort, Delhi",2014-12-09,4,36,218,0,132,25.8,737.8,755.8,1.2,89
Delhi,"Shahzada Bagh, Delhi",2014-12-09,4,59,221,0,134,25.8,737.8,755.8,1.2,89
Delhi,"Siri Fort, Delhi",2014-12-12,4,43,302,0,174,18.4,742.9,761.5,-1.3,54
Delhi,"Shahzada Bagh, Delhi",2014-12-12,4,57,290,0,168,18.4,742.9,761.5,-1.3,54
Delhi,"Mayapuri Industrial Area, Delhi",2014-12-12,20,209,604,0,500,18.4,742.9,761.5,-1.3,54
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-12-12,12,172,500,0,395,18.4,742.9,761.5,-1.3,54
Delhi,"Siri Fort, Delhi",2014-12-17,4,45,191,0,119,10.2,747.4,766.7,1,95
Delhi,"Shahzada Bagh, Delhi",2014-12-17,4,61,287,0,167,10.2,747.4,766.7,1,95
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-12-17,8,119,245,0,146,10.2,747.4,766.7,1,95
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-12-17,10,118,289,0,168,10.2,747.4,766.7,1,95
Delhi,"Siri Fort, Delhi",2014-12-22,4,46,224,0,135,13.4,742.9,761.8,0.4,75
Delhi,"Shahzada Bagh, Delhi",2014-12-22,4,62,479,0,369,13.4,742.9,761.8,0.4,75
Delhi,"Siri Fort, Delhi",2014-12-26,4,46,229,0,138,15,743.3,762.1,-0.9,68
Delhi,"Shahzada Bagh, Delhi",2014-12-26,4,59,481,0,371,15,743.3,762.1,-0.9,68
Delhi,"Janakpuri, Delhi",2014-01-03,4,54,301,0,174,16.2,743.2,761.9,1.5,91
Delhi,"Shahadra, Delhi",2014-01-03,4,69,470,0,357,16.2,743.2,761.9,1.5,91
Delhi,"Mayapuri Industrial Area, Delhi",2014-01-03,9,112,563,0,459,16.2,743.2,761.9,1.5,91
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-01-03,13,77,358,0,205,16.2,743.2,761.9,1.5,91
Delhi,"Janakpuri, Delhi",2014-01-08,5,48,354,0,200,32.2,731.4,748.9,1.5,69
Delhi,"Shahadra, Delhi",2014-01-08,4,65,478,0,367,32.2,731.4,748.9,1.5,69
Delhi,"Mayapuri Industrial Area, Delhi",2014-01-08,15,74,512,0,408,32.2,731.4,748.9,1.5,69
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-01-08,14,91,459,0,344,32.2,731.4,748.9,1.5,69
Delhi,"Janakpuri, Delhi",2014-01-13,4,46,218,0,132,8.6,746,765.3,0.2,100
Delhi,"Shahadra, Delhi",2014-01-13,4,66,291,0,169,8.6,746,765.3,0.2,100
Delhi,"Janakpuri, Delhi",2014-01-17,4,27,131,0,89,12.4,746.6,765.7,0.7,91
Delhi,"Shahadra, Delhi",2014-01-17,5,71,414,0,286,12.4,746.6,765.7,0.7,91
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-01-17,2,75,228,0,137,12.4,746.6,765.7,0.7,91
Delhi,"Janakpuri, Delhi",2014-01-22,4,27,119,0,83,17,744.7,763.4,0,96
Delhi,"Shahadra, Delhi",2014-01-22,4,63,190,0,118,17,744.7,763.4,0,96
Delhi,"Mayapuri Industrial Area, Delhi",2014-01-22,2,54,149,0,98,17,744.7,763.4,0,96
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-01-22,5,45,99,0,73,17,744.7,763.4,0,96
Delhi,"Janakpuri, Delhi",2014-01-27,4,32,181,0,114,20,747,765.6,0.6,59
Delhi,"Shahadra, Delhi",2014-01-27,4,62,294,0,170,20,747,765.6,0.6,59
Delhi,"Janakpuri, Delhi",2014-01-30,4,35,387,0,247,12.4,745.7,764.8,-0.5,100
Delhi,"Shahadra, Delhi",2014-01-30,5,52,438,0,317,12.4,745.7,764.8,-0.5,100
Delhi,"Janakpuri, Delhi",2014-02-05,4,48,287,0,167,35.2,735.4,752.8,3.8,25
Delhi,"Shahadra, Delhi",2014-02-05,4,58,243,0,145,35.2,735.4,752.8,3.8,25
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-02-05,8,103,194,0,120,35.2,735.4,752.8,3.8,25
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-02-05,16,112,226,0,136,35.2,735.4,752.8,3.8,25
Delhi,"Janakpuri, Delhi",2014-02-10,4,49,254,0,150,27.6,739.5,757.4,-0.4,78
Delhi,"Shahadra, Delhi",2014-02-10,4,62,271,0,159,27.6,739.5,757.4,-0.4,78
Delhi,"Janakpuri, Delhi",2014-02-13,4,44,270,0,158,6.6,740.7,760,-0.6,100
Delhi,"Shahadra, Delhi",2014-02-13,4,60,227,0,137,6.6,740.7,760,-0.6,100
Delhi,"Mayapuri Industrial Area, Delhi",2014-02-13,9,91,186,0,116,6.6,740.7,760,-0.6,100
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-02-13,4,85,145,0,96,6.6,740.7,760,-0.6,100
Delhi,"Janakpuri, Delhi",2014-02-18,4,49,327,0,187,13.8,744.1,763,0.9,78
Delhi,"Shahadra, Delhi",2014-02-18,4,60,391,0,253,13.8,744.1,763,0.9,78
Delhi,"Mayapuri Industrial Area, Delhi",2014-02-18,5,111,458,0,342,13.8,744.1,763,0.9,78
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-02-18,8,108,198,0,122,13.8,744.1,763,0.9,78
Delhi,"Janakpuri, Delhi",2014-02-21,4,51,119,0,83,10,741.6,760.7,-0.6,100
Delhi,"Janakpuri, Delhi",2014-02-26,4,38,273,0,160,14,742.9,761.8,-1,93
Delhi,"Shahadra, Delhi",2014-02-26,4,66,246,0,146,14,742.9,761.8,-1,93
Delhi,"Mayapuri Industrial Area, Delhi",2014-02-26,16,116,257,0,152,14,742.9,761.8,-1,93
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-02-26,21,112,213,0,130,14,742.9,761.8,-1,93
Delhi,"Janakpuri, Delhi",2014-03-04,4,51,146,0,96,23,740.4,758.6,0.2,61
Delhi,"Shahadra, Delhi",2014-03-04,4,61,165,0,106,23,740.4,758.6,0.2,61
Delhi,"Mayapuri Industrial Area, Delhi",2014-03-04,10,66,253,0,150,23,740.4,758.6,0.2,61
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-03-04,9,106,138,0,102,23,740.4,758.6,0.2,61
Delhi,"Janakpuri, Delhi",2014-03-07,4,51,197,0,122,28.4,732.4,750.1,0.8,75
Delhi,"Shahadra, Delhi",2014-03-07,4,60,175,0,111,28.4,732.4,750.1,0.8,75
Delhi,"Janakpuri, Delhi",2014-03-12,4,49,94,0,70,28.4,738.5,756.4,0,72
Delhi,"Shahadra, Delhi",2014-03-12,4,53,115,0,81,28.4,738.5,756.4,0,72
Delhi,"Mayapuri Industrial Area, Delhi",2014-03-12,4,58,121,0,84,28.4,738.5,756.4,0,72
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-03-12,4,64,72,0,62,28.4,738.5,756.4,0,72
Delhi,"Janakpuri, Delhi",2014-03-18,4,52,108,0,77,22.4,742.8,761.1,0.9,71
Delhi,"Shahadra, Delhi",2014-03-18,4,65,177,0,112,22.4,742.8,761.1,0.9,71
Delhi,"Janakpuri, Delhi",2014-03-21,4,56,152,0,99,17,739,757.6,-0.1,87
Delhi,"Shahadra, Delhi",2014-03-21,4,63,201,0,124,17,739,757.6,-0.1,87
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-03-21,27,99,137,0,99,17,739,757.6,-0.1,87
Delhi,"Janakpuri, Delhi",2014-03-26,4,50,104,0,75,22.6,740.5,758.8,1.3,71
Delhi,"Shahadra, Delhi",2014-03-26,4,62,259,0,153,22.6,740.5,758.8,1.3,71
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-03-26,17,85,97,0,84,22.6,740.5,758.8,1.3,71
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-03-26,25,84,131,0,89,22.6,740.5,758.8,1.3,71
Delhi,"Janakpuri, Delhi",2014-04-01,4,53,115,0,81,11.2,742.7,761.8,0,97
Delhi,"Shahadra, Delhi",2014-04-01,4,63,312,0,179,11.2,742.7,761.8,0,97
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-04-01,24,108,214,0,130,11.2,742.7,761.8,0,97
Delhi,"Janakpuri, Delhi",2014-04-04,4,40,124,0,85,32,739.3,757,-1.5,30
Delhi,"Shahadra, Delhi",2014-04-04,4,64,166,0,106,32,739.3,757,-1.5,30
Delhi,"Janakpuri, Delhi",2014-04-11,4,47,183,0,115,22.4,741.1,759.4,1.4,73
Delhi,"Shahadra, Delhi",2014-04-11,4,64,371,0,224,22.4,741.1,759.4,1.4,73
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-04-11,15,134,219,0,133,22.4,741.1,759.4,1.4,73
Delhi,"Janakpuri, Delhi",2014-04-17,4,42,190,0,118,24.8,737.7,755.8,0.7,64
Delhi,"Shahadra, Delhi",2014-04-17,4,61,234,0,140,24.8,737.7,755.8,0.7,64
Delhi,"Mayapuri Industrial Area, Delhi",2014-04-17,2,75,110,0,78,24.8,737.7,755.8,0.7,64
Delhi,"Janakpuri, Delhi",2014-04-23,5,59,434,0,312,25.4,740.4,758.5,-0.8,48
Delhi,"Shahadra, Delhi",2014-04-23,4,59,242,0,144,25.4,740.4,758.5,-0.8,48
Delhi,"Mayapuri Industrial Area, Delhi",2014-04-23,28,123,245,0,146,25.4,740.4,758.5,-0.8,48
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-04-23,11,93,124,0,93,25.4,740.4,758.5,-0.8,48
Delhi,"Janakpuri, Delhi",2014-04-28,4,37,165,0,106,25,737.5,755.5,-0.4,50
Delhi,"Shahadra, Delhi",2014-04-28,4,63,435,0,314,25,737.5,755.5,-0.4,50
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-04-28,3,122,198,0,122,25,737.5,755.5,-0.4,50
Delhi,"Janakpuri, Delhi",2014-05-02,4,42,296,0,171,14.8,740.9,759.7,0.4,87
Delhi,"Shahadra, Delhi",2014-05-02,4,61,475,0,364,14.8,740.9,759.7,0.4,87
Delhi,"Janakpuri, Delhi",2014-05-07,4,42,281,0,164,30,731.3,748.9,0.4,83
Delhi,"Shahadra, Delhi",2014-05-07,4,60,238,0,142,30,731.3,748.9,0.4,83
Delhi,"Mayapuri Industrial Area, Delhi",2014-05-07,17,82,366,0,217,30,731.3,748.9,0.4,83
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-05-07,15,113,281,0,164,30,731.3,748.9,0.4,83
Delhi,"Janakpuri, Delhi",2014-05-12,4,36,246,0,146,27.2,743.5,761.6,-2.4,29
Delhi,"Shahadra, Delhi",2014-05-12,4,51,240,0,143,27.2,743.5,761.6,-2.4,29
Delhi,"Janakpuri, Delhi",2014-05-16,4,43,204,0,125,36.6,735,752.3,-0.9,27
Delhi,"Shahadra, Delhi",2014-05-16,4,62,251,0,149,36.6,735,752.3,-0.9,27
Delhi,"Janakpuri, Delhi",2014-05-21,4,36,313,0,180,29.8,734.7,752.4,-0.6,42
Delhi,"Shahadra, Delhi",2014-05-21,4,58,333,0,190,29.8,734.7,752.4,-0.6,42
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-05-21,5,74,137,0,92,29.8,734.7,752.4,-0.6,42
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-05-21,6,81,152,0,99,29.8,734.7,752.4,-0.6,42
Delhi,"Janakpuri, Delhi",2014-05-26,4,40,238,0,142,23.2,737.3,755.5,0,81
Delhi,"Shahadra, Delhi",2014-05-26,4,61,267,0,157,23.2,737.3,755.5,0,81
Delhi,"Janakpuri, Delhi",2014-05-29,4,37,212,0,129,28.6,732.4,750.1,-0.4,79
Delhi,"Shahadra, Delhi",2014-05-29,4,61,380,0,237,28.6,732.4,750.1,-0.4,79
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-05-29,2,103,256,0,151,28.6,732.4,750.1,-0.4,79
Delhi,"Janakpuri, Delhi",2014-06-04,4,31,0,0,29,27.8,737.9,755.8,1.1,66
Delhi,"Shahadra, Delhi",2014-06-04,4,60,153,0,100,27.8,737.9,755.8,1.1,66
Delhi,"Mayapuri Industrial Area, Delhi",2014-06-04,2,109,300,0,173,27.8,737.9,755.8,1.1,66
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-06-04,2,103,214,0,130,27.8,737.9,755.8,1.1,66
Delhi,"Janakpuri, Delhi",2014-06-09,4,38,0,0,36,29.2,734.1,751.8,1.7,80
Delhi,"Shahadra, Delhi",2014-06-09,4,56,207,0,127,29.2,734.1,751.8,1.7,80
Delhi,"Janakpuri, Delhi",2014-06-12,4,32,0,0,30,11.2,743.8,762.9,0,90
Delhi,"Shahadra, Delhi",2014-06-12,4,58,417,0,290,11.2,743.8,762.9,0,90
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-06-12,2,45,243,0,145,11.2,743.8,762.9,0,90
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-06-12,2,24,187,0,117,11.2,743.8,762.9,0,90
Delhi,"Janakpuri, Delhi",2014-06-17,4,36,163,0,105,36.6,727.7,744.8,0.6,55
Delhi,"Shahadra, Delhi",2014-06-17,4,55,236,0,141,36.6,727.7,744.8,0.6,55
Delhi,"Mayapuri Industrial Area, Delhi",2014-06-17,2,55,230,0,138,36.6,727.7,744.8,0.6,55
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-06-17,4,49,136,0,91,36.6,727.7,744.8,0.6,55
Delhi,"Janakpuri, Delhi",2014-06-20,4,37,177,0,112,33,726.9,744.2,-0.6,61
Delhi,"Shahadra, Delhi",2014-06-20,4,59,314,0,180,33,726.9,744.2,-0.6,61
Delhi,"Janakpuri, Delhi",2014-06-25,4,37,159,0,103,30.4,728.6,746.1,-1,68
Delhi,"Shahadra, Delhi",2014-06-25,4,55,236,0,141,30.4,728.6,746.1,-1,68
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-06-25,2,40,101,0,74,30.4,728.6,746.1,-1,68
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-06-25,2,69,142,0,94,30.4,728.6,746.1,-1,68
Delhi,"Janakpuri, Delhi",2014-07-01,4,50,239,0,143,8.2,745.2,764.5,0,97
Delhi,"Shahadra, Delhi",2014-07-01,4,58,178,0,112,8.2,745.2,764.5,0,97
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-07-01,4,47,96,0,71,8.2,745.2,764.5,0,97
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-07-01,6,72,98,0,72,8.2,745.2,764.5,0,97
Delhi,"Janakpuri, Delhi",2014-07-04,4,34,158,0,102,31,740.2,757.9,0.6,44
Delhi,"Shahadra, Delhi",2014-07-04,4,62,352,0,199,31,740.2,757.9,0.6,44
Delhi,"Janakpuri, Delhi",2014-07-09,4,42,182,0,114,28,734.8,752.6,0,87
Delhi,"Shahadra, Delhi",2014-07-09,4,51,419,0,293,28,734.8,752.6,0,87
Delhi,"Mayapuri Industrial Area, Delhi",2014-07-09,2,82,425,0,301,28,734.8,752.6,0,87
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-07-09,2,66,182,0,114,28,734.8,752.6,0,87
Delhi,"Janakpuri, Delhi",2014-07-14,4,42,112,0,79,29.2,731.7,749.4,-0.3,83
Delhi,"Shahadra, Delhi",2014-07-14,4,58,216,0,131,29.2,731.7,749.4,-0.3,83
Delhi,"Janakpuri, Delhi",2014-07-17,4,24,104,0,75,26.4,729.9,747.7,2,100
Delhi,"Shahadra, Delhi",2014-07-17,4,58,115,0,81,26.4,729.9,747.7,2,100
Delhi,"Mayapuri Industrial Area, Delhi",2014-07-17,2,65,67,0,63,26.4,729.9,747.7,2,100
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-07-17,2,45,192,0,119,26.4,729.9,747.7,2,100
Delhi,"Janakpuri, Delhi",2014-07-22,4,42,128,0,87,31.6,729.8,747.3,-1.1,76
Delhi,"Shahadra, Delhi",2014-07-22,4,48,253,0,150,31.6,729.8,747.3,-1.1,76
Delhi,"Mayapuri Industrial Area, Delhi",2014-07-22,2,79,81,0,78,31.6,729.8,747.3,-1.1,76
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-07-22,2,93,47,0,93,31.6,729.8,747.3,-1.1,76
Delhi,"Janakpuri, Delhi",2014-07-25,4,41,159,0,103,28.4,732.4,750.1,-0.4,78
Delhi,"Shahadra, Delhi",2014-07-25,4,53,165,0,106,28.4,732.4,750.1,-0.4,78
Delhi,"Janakpuri, Delhi",2014-08-01,4,44,139,0,93,10.4,744,763.2,0.2,92
Delhi,"Shahadra, Delhi",2014-08-01,4,58,130,0,88,10.4,744,763.2,0.2,92
Delhi,"Janakpuri, Delhi",2014-08-06,4,45,125,0,86,29.6,728.3,745.8,0.6,51
Delhi,"Shahadra, Delhi",2014-08-06,4,55,218,0,132,29.6,728.3,745.8,0.6,51
Delhi,"Mayapuri Industrial Area, Delhi",2014-08-06,9,56,108,0,77,29.6,728.3,745.8,0.6,51
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-08-06,7,55,43,0,52,29.6,728.3,745.8,0.6,51
Delhi,"Janakpuri, Delhi",2014-08-11,4,44,93,0,70,18.8,741.9,760.4,0.3,92
Delhi,"Shahadra, Delhi",2014-08-11,4,46,135,0,91,18.8,741.9,760.4,0.3,92
Delhi,"Mayapuri Industrial Area, Delhi",2014-08-11,3,59,119,0,83,18.8,741.9,760.4,0.3,92
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-08-11,2,35,56,0,51,18.8,741.9,760.4,0.3,92
Delhi,"Janakpuri, Delhi",2014-08-14,4,39,86,0,66,32,730.1,747.5,0.6,57
Delhi,"Shahadra, Delhi",2014-08-14,4,54,137,0,92,32,730.1,747.5,0.6,57
Delhi,"Janakpuri, Delhi",2014-08-21,4,45,134,0,90,36.8,732.2,749.4,-1.4,39
Delhi,"Shahadra, Delhi",2014-08-21,4,56,290,0,168,36.8,732.2,749.4,-1.4,39
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-08-21,2,78,117,0,82,36.8,732.2,749.4,-1.4,39
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-08-21,2,89,98,0,88,36.8,732.2,749.4,-1.4,39
Delhi,"Janakpuri, Delhi",2014-08-26,4,40,152,0,99,38.6,733.5,750.7,-1.7,36
Delhi,"Shahadra, Delhi",2014-08-26,4,53,92,0,69,38.6,733.5,750.7,-1.7,36
Delhi,"Mayapuri Industrial Area, Delhi",2014-08-26,2,68,200,0,123,38.6,733.5,750.7,-1.7,36
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-08-26,2,67,47,0,65,38.6,733.5,750.7,-1.7,36
Delhi,"Janakpuri, Delhi",2014-09-01,4,30,160,0,103,8.4,744.5,763.8,0.9,100
Delhi,"Shahadra, Delhi",2014-09-01,4,55,194,0,120,8.4,744.5,763.8,0.9,100
Delhi,"Janakpuri, Delhi",2014-09-09,4,32,93,0,70,29.6,735.2,752.9,1.3,80
Delhi,"Shahadra, Delhi",2014-09-09,4,45,138,0,92,29.6,735.2,752.9,1.3,80
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-09-09,3,67,65,0,65,29.6,735.2,752.9,1.3,80
Delhi,"Janakpuri, Delhi",2014-09-12,4,33,130,0,88,24.6,745,763.3,0.4,39
Delhi,"Shahadra, Delhi",2014-09-12,4,46,101,0,74,24.6,745,763.3,0.4,39
Delhi,"Janakpuri, Delhi",2014-09-17,4,31,114,0,80,33,735,752.5,-0.1,56
Delhi,"Shahadra, Delhi",2014-09-17,4,51,190,0,118,33,735,752.5,-0.1,56
Delhi,"Mayapuri Industrial Area, Delhi",2014-09-17,2,38,153,0,100,33,735,752.5,-0.1,56
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-09-17,2,81,56,0,80,33,735,752.5,-0.1,56
Delhi,"Janakpuri, Delhi",2014-09-22,4,39,185,0,116,28.8,736.3,754.1,0.6,75
Delhi,"Shahadra, Delhi",2014-09-22,4,57,121,0,84,28.8,736.3,754.1,0.6,75
Delhi,"Janakpuri, Delhi",2014-09-25,4,37,199,0,123,35,737,754.4,-2.1,37
Delhi,"Mayapuri Industrial Area, Delhi",2014-09-25,2,71,198,0,122,35,737,754.4,-2.1,37
Delhi,"Janakpuri, Delhi",2014-10-01,4,43,120,0,83,6.6,744.1,763.5,0.9,97
Delhi,"Janakpuri, Delhi",2014-10-09,4,37,130,0,88,29,736.2,754,2,82
Delhi,"Shahadra, Delhi",2014-10-09,4,55,190,0,118,29,736.2,754,2,82
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-10-09,8,62,51,0,60,29,736.2,754,2,82
Delhi,"Janakpuri, Delhi",2014-10-17,4,54,172,0,109,17.6,742.1,760.7,0.2,88
Delhi,"Shahadra, Delhi",2014-10-17,4,54,204,0,125,17.6,742.1,760.7,0.2,88
Delhi,"Mayapuri Industrial Area, Delhi",2014-10-17,2,80,358,0,205,17.6,742.1,760.7,0.2,88
Delhi,"Janakpuri, Delhi",2014-10-28,4,38,161,0,104,23.6,741.3,759.5,0.6,78
Delhi,"Shahzada Bagh, Delhi",2014-10-28,4,64,277,0,162,23.6,741.3,759.5,0.6,78
Delhi,"Janakpuri, Delhi",2014-11-10,4,44,332,0,189,23.8,739.4,757.6,1.4,78
Delhi,"Shahadra, Delhi",2014-11-10,4,61,313,0,180,23.8,739.4,757.6,1.4,78
Delhi,"Janakpuri, Delhi",2014-11-13,4,46,206,0,126,13.6,743.2,762.1,0.2,82
Delhi,"Shahadra, Delhi",2014-11-13,4,57,403,0,270,13.6,743.2,762.1,0.2,82
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-11-13,6,164,327,0,187,13.6,743.2,762.1,0.2,82
Delhi,"Janakpuri, Delhi",2014-11-18,4,47,296,0,171,10.6,743.6,762.7,0.3,85
Delhi,"Shahadra, Delhi",2014-11-18,4,63,355,0,201,10.6,743.6,762.7,0.3,85
Delhi,"Mayapuri Industrial Area, Delhi",2014-11-18,2,196,604,0,500,10.6,743.6,762.7,0.3,85
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-11-18,5,185,194,0,120,10.6,743.6,762.7,0.3,85
Delhi,"Janakpuri, Delhi",2014-11-21,4,53,219,0,133,15.2,741.8,760.6,1,77
Delhi,"Shahadra, Delhi",2014-11-21,4,57,335,0,191,15.2,741.8,760.6,1,77
Delhi,"Janakpuri, Delhi",2014-11-26,4,45,231,0,139,23.2,738.7,756.9,-0.3,45
Delhi,"Shahadra, Delhi",2014-11-26,4,53,414,0,286,23.2,738.7,756.9,-0.3,45
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-11-26,16,146,274,0,160,23.2,738.7,756.9,-0.3,45
Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi",2014-11-26,11,167,309,0,178,23.2,738.7,756.9,-0.3,45
Delhi,"Janakpuri, Delhi",2014-12-02,4,46,263,0,155,8,740.7,759.9,-0.5,94
Delhi,"Shahadra, Delhi",2014-12-02,4,55,205,0,126,8,740.7,759.9,-0.5,94
Delhi,"Janakpuri, Delhi",2014-12-05,4,49,235,0,141,27.4,735.7,753.6,0.4,54
Delhi,"Shahadra, Delhi",2014-12-05,4,52,289,0,168,27.4,735.7,753.6,0.4,54
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-12-05,4,122,249,0,148,27.4,735.7,753.6,0.4,54
Delhi,"Janakpuri, Delhi",2014-12-10,4,47,215,0,131,33.6,738.2,755.8,5.4,34
Delhi,"Shahadra, Delhi",2014-12-10,4,48,546,0,442,33.6,738.2,755.8,5.4,34
Delhi,"Mayapuri Industrial Area, Delhi",2014-12-10,7,142,545,0,441,33.6,738.2,755.8,5.4,34
Delhi,"N-Y- SCHOOL, Sarojini Nagar, Delhi",2014-12-10,17,143,247,0,147,33.6,738.2,755.8,5.4,34
Delhi,"Janakpuri, Delhi",2014-12-15,4,42,187,0,117,37.4,727.8,744.9,-16.9,55
